jugadorId,nombre,apellido,seleccionId,posicion,dorsal,fechaNacimiento,altura,peso,club,capitan
CHN-01,Lorenzo,Mínguez,CHN,Defensor,1,1996-08-04,190,78.1,Cantabria SC,false
CHN-20,Nilo,Castillo,CHN,Defensor,20,2000-04-26,190,74.9,Ceuta AC,false
CHN-04,Trinidad,Herranz,CHN,Defensor,4,2003-01-28,180,69.3,Cáceres CF,false
CHN-24,Natalio,Montesinos,CHN,Defensor,24,1996-10-02,190,77.2,Cádiz FC,false
CHN-21,José Antonio,Rincón,CHN,Defensor,21,2001-10-01,186,79.4,Toledo SC,false
CHN-05,Pepe,Baños,CHN,Defensor,5,1992-08-09,183,78.2,Cáceres FC,true
CHN-23,Cebrián,Dávila,CHN,Defensor,23,1999-02-05,188,78.8,León FC,false
CHN-19,Gregorio,Galvez,CHN,Defensor,19,2001-06-22,194,90.9,Tarragona SC,false
CHN-07,Roberto,Ruano,CHN,Mediocampista,7,1992-12-18,182,73.2,Jaén SC,false
CHN-12,Felix,Pinedo,CHN,Mediocampista,12,1991-05-04,177,66.2,Cantabria CF,false
CHN-02,Marcelo,Chaparro,CHN,Mediocampista,2,2006-05-18,178,68.9,Granada FC,false
CHN-18,Nicolás,Arteaga,CHN,Mediocampista,18,1991-05-31,176,63.9,Huelva FC,false
CHN-13,Guillermo,Mariño,CHN,Mediocampista,13,1996-09-25,175,65.8,La Rioja SC,false
CHN-10,Juan,Bueno,CHN,Mediocampista,10,1997-03-23,172,63.5,Santa Cruz de Tenerife AC,false
CHN-16,Silvio,Díaz,CHN,Mediocampista,16,2002-01-10,185,76.6,Murcia AC,false
CHN-09,Yago,Oliver,CHN,Mediocampista,9,1993-12-09,184,77.9,Santa Cruz de Tenerife AC,false
CHN-17,Cleto,Beltrán,CHN,Delantero,17,1996-04-30,183,73.3,Baleares CF,false
CHN-11,César,Nuñez,CHN,Delantero,11,1996-09-24,189,86.6,Sevilla AC,false
CHN-06,Eusebio,Sáez,CHN,Delantero,6,1992-04-23,171,69.7,Segovia CF,false
CHN-15,Cecilio,Rius,CHN,Delantero,15,1997-04-11,182,76.2,Zamora SC,false
CHN-08,Ricardo,Acero,CHN,Delantero,8,1991-05-29,184,72.7,Melilla SC,false
NZL-02,Asdrubal,Marco,NZL,Arquero,2,1990-07-25,192,78.7,La Coruña FC,false
NZL-21,Cipriano,Alcalá,NZL,Arquero,21,1998-06-15,200,86.7,Lleida CF,false
NZL-20,Alfonso,Barreda,NZL,Arquero,20,1993-09-16,198,92.4,Palencia SC,false
NZL-09,Édgar,Solé,NZL,Defensor,9,1997-12-24,182,77.5,Castellón SC,false
NZL-10,Emigdio,Juliá,NZL,Defensor,10,1997-09-24,192,88.2,Cáceres FC,false
NZL-14,Javier,Manjón,NZL,Defensor,14,2003-03-11,179,74.5,Navarra AC,false
NZL-13,Félix,Mir,NZL,Defensor,13,1998-11-19,184,70.9,Palencia FC,false
NZL-18,Arturo,Quintero,NZL,Defensor,18,1997-09-07,195,89.4,Guadalajara AC,false
NZL-19,Armando,Bernal,NZL,Defensor,19,2005-10-23,190,83.3,Badajoz CF,false
NZL-11,Raúl,Sánchez,NZL,Defensor,11,1993-09-30,189,85.9,Granada CF,false
NZL-15,Abraham,Terrón,NZL,Defensor,15,1996-09-21,190,74.3,Zaragoza FC,false
NZL-07,Adelardo,Goñi,NZL,Mediocampista,7,1998-03-10,180,74.4,Cantabria SC,false
NZL-24,Raúl,Pina,NZL,Mediocampista,24,2006-02-13,186,77.9,Toledo CF,false
NZL-08,Ismael,Farré,NZL,Mediocampista,8,1991-08-06,170,64.6,Salamanca FC,false
NZL-17,Gerónimo,Rosales,NZL,Mediocampista,17,1989-10-01,175,67.4,Almería CF,false
NZL-23,Celso,Bernal,NZL,Mediocampista,23,1993-08-15,183,77.2,La Rioja CF,false
NZL-05,Gabino,Abascal,NZL,Mediocampista,5,2006-06-02,174,73.6,Pontevedra FC,false
NZL-16,Lisandro,Quintana,NZL,Mediocampista,16,1990-09-27,172,63.7,Huelva FC,false
NZL-03,José Antonio,Milla,NZL,Mediocampista,3,1993-12-11,183,79.0,Ceuta SC,true
NZL-04,Edmundo,Jáuregui,NZL,Delantero,4,1996-04-27,173,65.9,Salamanca FC,false
NZL-22,Alonso,Acero,NZL,Delantero,22,2002-08-09,185,83.7,Badajoz SC,false
NZL-12,Severiano,Leiva,NZL,Delantero,12,1991-09-27,178,77.0,Asturias FC,false
NZL-06,Sancho,Tamarit,NZL,Delantero,6,1989-10-06,180,76.5,Zaragoza AC,false
NZL-01,Nazario,Cuervo,NZL,Delantero,1,1995-11-02,173,68.2,Jaén CF,false
SWE-17,Haroldo,Prats,SWE,Arquero,17,2006-02-25,199,97.0,Barcelona CF,false
SWE-05,Juan Luis,Perea,SWE,Arquero,5,1999-11-30,188,77.0,Cáceres SC,false
SWE-04,Reyes,Roman,SWE,Arquero,4,2005-02-22,197,94.5,Baleares FC,false
SWE-21,Anastasio,Gisbert,SWE,Defensor,21,2003-11-05,183,76.3,Zamora AC,false
SWE-19,Gabriel,Lumbreras,SWE,Defensor,19,1992-08-02,192,87.9,Salamanca CF,false
SWE-15,Francisco Javier,Castells,SWE,Defensor,15,1997-11-16,195,90.2,Soria SC,false
SWE-08,Marcelino,Costa,SWE,Defensor,8,1994-06-25,185,82.5,Sevilla SC,false
SWE-09,José Antonio,Alberto,SWE,Defensor,9,2002-09-23,186,77.9,Baleares FC,false
SWE-11,Bernardo,Alcántara,SWE,Defensor,11,2002-06-25,185,78.3,Burgos AC,false
SWE-06,Lorenzo,González,SWE,Defensor,6,1994-07-13,188,79.6,Guadalajara CF,false
SWE-07,Amado,Rueda,SWE,Defensor,7,1996-12-18,191,89.3,Córdoba AC,false
SWE-13,Isidoro,Rocamora,SWE,Mediocampista,13,1998-04-28,182,77.4,Baleares FC,false
SWE-01,Cesar,Expósito,SWE,Mediocampista,1,1999-02-12,173,68.5,Huelva SC,false
SWE-14,Leocadio,Blanca,SWE,Mediocampista,14,1997-12-10,173,64.0,Burgos AC,true
SWE-02,Leandro,Olivera,SWE,Mediocampista,2,1996-05-16,182,72.5,Almería CF,false
SWE-24,Cristian,Acuña,SWE,Mediocampista,24,2001-01-19,171,63.8,Palencia SC,false
SWE-22,Graciano,Peral,SWE,Mediocampista,22,2003-06-16,172,70.5,La Coruña SC,false
SWE-18,Miguel,Riera,SWE,Mediocampista,18,1994-06-22,177,65.4,Salamanca SC,false
SWE-23,César,Roselló,SWE,Mediocampista,23,1994-04-15,176,66.2,Melilla CF,false
SWE-20,Marcelino,Bejarano,SWE,Delantero,20,2000-01-10,169,58.7,Valencia SC,false
SWE-03,Armando,Bermejo,SWE,Delantero,3,1995-05-30,177,76.1,Cantabria CF,false
SWE-16,Clímaco,Polo,SWE,Delantero,16,2002-11-01,186,80.9,La Coruña AC,false
SWE-12,Gerardo,Porcel,SWE,Delantero,12,1993-12-15,171,66.3,Alicante SC,false
SWE-10,Alejo,Quintero,SWE,Delantero,10,1993-07-20,168,67.2,Málaga AC,false
NOR-13,Balduino,Sureda,NOR,Arquero,13,1995-12-05,200,94.3,Huesca FC,false
NOR-05,Ariel,Taboada,NOR,Arquero,5,1997-01-07,200,85.7,Alicante SC,false
NOR-22,Mauricio,Mesa,NOR,Arquero,22,2002-11-02,189,78.2,Madrid SC,false
NOR-24,Jose Angel,Serra,NOR,Defensor,24,1990-10-20,188,83.8,Zaragoza SC,false
NOR-03,Régulo,Vila,NOR,Defensor,3,1990-02-09,181,75.9,Girona CF,false
NOR-02,Candelario,Barceló,NOR,Defensor,2,2000-01-18,182,76.3,Castellón FC,false
NOR-18,Faustino,Oliveras,NOR,Defensor,18,1998-09-05,181,76.5,Murcia AC,false
NOR-15,Felix,Mendizábal,NOR,Defensor,15,1998-09-09,184,72.7,Soria AC,false
NOR-16,Javi,Márquez,NOR,Defensor,16,1994-11-30,191,87.5,Álava AC,false
NOR-20,Édgar,Anguita,NOR,Defensor,20,1994-02-27,193,78.0,León FC,false
NOR-07,Atilio,Sarabia,NOR,Defensor,7,1994-10-16,178,73.8,Girona CF,false
NOR-17,Eliseo,Diaz,NOR,Mediocampista,17,1993-03-01,183,80.4,León AC,false
NOR-12,Guillermo,Adán,NOR,Mediocampista,12,1990-11-07,174,74.1,Vizcaya FC,false
NOR-21,Teobaldo,Pozuelo,NOR,Mediocampista,21,1999-05-31,172,66.8,La Rioja AC,false
NOR-08,Atilio,Angulo,NOR,Mediocampista,8,2005-09-02,179,68.8,Girona FC,true
NOR-01,Luis Miguel,Diaz,NOR,Mediocampista,1,2000-11-14,172,66.1,Vizcaya AC,false
NOR-19,Celestino,Mariscal,NOR,Mediocampista,19,1998-07-25,184,71.1,Palencia AC,false
NOR-10,Nico,Riera,NOR,Mediocampista,10,1990-11-20,176,73.3,Cuenca CF,false
NOR-06,Heriberto,Salazar,NOR,Mediocampista,6,1998-03-24,185,73.8,Segovia AC,false
NOR-04,Amado,Gonzalo,NOR,Delantero,4,2006-05-14,170,69.5,Navarra SC,false
NOR-14,Gastón,Arnaiz,NOR,Delantero,14,1993-08-23,186,75.7,Cantabria AC,false
NOR-23,Calisto,Hurtado,NOR,Delantero,23,1990-09-16,190,78.5,Granada CF,false
NOR-09,Silvestre,Baeza,NOR,Delantero,9,1995-04-03,176,75.4,Santa Cruz de Tenerife CF,false
NOR-11,Cebrián,Amigó,NOR,Delantero,11,2000-09-09,170,63.7,Baleares AC,false
UKR-17,Salvador,Bou,UKR,Arquero,17,2004-09-20,192,79.0,La Rioja AC,false
UKR-24,Santos,Uribe,UKR,Arquero,24,2006-06-29,192,84.8,Girona SC,false
UKR-01,Nacho,Sarabia,UKR,Arquero,1,1997-12-20,185,79.0,Cáceres AC,false
UKR-20,Iván,Gomila,UKR,Defensor,20,2002-10-16,178,75.5,Ourense FC,false
UKR-04,Aníbal,Cuadrado,UKR,Defensor,4,1991-05-16,181,67.8,Valladolid CF,false
UKR-14,Pablo,Porta,UKR,Defensor,14,1997-02-24,192,76.8,Castellón AC,false
UKR-03,Remigio,Ortiz,UKR,Defensor,3,1997-08-17,181,75.4,Huesca CF,false
UKR-16,Natalio,Goicoechea,UKR,Defensor,16,2006-02-11,194,81.2,Álava FC,false
UKR-18,Emigdio,Cornejo,UKR,Defensor,18,2008-06-24,192,79.8,Santa Cruz de Tenerife CF,false
UKR-19,Hermenegildo,Lillo,UKR,Defensor,19,1996-10-24,185,79.4,Ávila CF,false
UKR-11,Geraldo,Baró,UKR,Defensor,11,2005-01-14,185,73.2,León FC,false
UKR-09,Hilario,Echeverría,UKR,Mediocampista,9,2002-05-12,179,68.3,Cáceres FC,true
UKR-15,Raúl,Leal,UKR,Mediocampista,15,2003-10-01,171,61.5,Asturias CF,false
UKR-12,Tiburcio,Pablo,UKR,Mediocampista,12,1999-04-20,180,75.1,Tarragona SC,false
UKR-07,Chuy,Acero,UKR,Mediocampista,7,1999-03-09,186,75.9,Alicante CF,false
UKR-06,Albano,Olivera,UKR,Mediocampista,6,1995-06-17,176,63.7,Zaragoza CF,false
UKR-22,Ramiro,Yuste,UKR,Mediocampista,22,1991-09-28,176,73.0,Teruel FC,false
UKR-21,María,Izquierdo,UKR,Mediocampista,21,2008-01-26,183,79.5,Guipúzcoa SC,false
UKR-23,Iker,Sancho,UKR,Mediocampista,23,1990-06-01,187,80.3,Santa Cruz de Tenerife SC,false
UKR-02,Martin,Carbó,UKR,Delantero,2,2007-04-26,183,73.8,Sevilla FC,false
UKR-13,Teo,Toledo,UKR,Delantero,13,2007-05-13,175,68.8,Badajoz FC,false
UKR-05,Rogelio,Bayo,UKR,Delantero,5,2004-01-27,184,78.0,Salamanca AC,false
UKR-08,Eutropio,Echevarría,UKR,Delantero,8,2004-11-12,168,60.1,Girona SC,false
UKR-10,José Antonio,Gisbert,UKR,Delantero,10,1990-03-16,175,71.8,La Coruña AC,false
CZE-20,Gervasio,Puig,CZE,Arquero,20,1992-08-29,197,83.5,Álava AC,false
CZE-15,Clímaco,Carbajo,CZE,Arquero,15,2001-12-27,191,77.3,Cantabria FC,false
CZE-01,Casemiro,Agustí,CZE,Arquero,1,1998-02-03,186,84.0,Castellón AC,false
CZE-21,Nazario,Urrutia,CZE,Defensor,21,1990-03-20,184,75.6,Guipúzcoa CF,true
CZE-06,Francisco Jose,Méndez,CZE,Defensor,6,1989-09-10,187,71.9,Soria CF,false
CZE-13,Anselmo,Vergara,CZE,Defensor,13,1995-04-01,190,74.7,Lleida CF,false
CZE-05,Julián,Guzmán,CZE,Defensor,5,1991-06-04,184,73.6,Madrid SC,false
CZE-24,Victor Manuel,Luján,CZE,Defensor,24,1991-01-06,190,74.2,Las Palmas FC,false
CZE-16,Jose Francisco,Boada,CZE,Defensor,16,1998-09-23,185,74.0,Jaén CF,false
CZE-18,Moreno,Cornejo,CZE,Defensor,18,1992-03-26,190,76.2,Salamanca CF,false
CZE-10,Jose Antonio,Medina,CZE,Defensor,10,2006-02-11,187,81.4,La Coruña CF,false
CZE-12,Maximiliano,Asensio,CZE,Mediocampista,12,1999-01-19,185,72.1,Girona CF,false
CZE-04,Onofre,Boix,CZE,Mediocampista,4,1996-03-06,186,78.2,Pontevedra CF,false
CZE-08,Gerónimo,Ferrández,CZE,Mediocampista,8,1991-09-13,183,79.9,Lugo AC,false
CZE-09,Francisco Javier,Cabezas,CZE,Mediocampista,9,1996-01-03,187,83.8,Jaén SC,false
CZE-07,Albert,Pina,CZE,Mediocampista,7,2007-01-28,174,63.0,Santa Cruz de Tenerife SC,false
CZE-17,Josué,Carmona,CZE,Mediocampista,17,1995-12-30,177,72.5,Navarra SC,false
CZE-02,Lino,Carbajo,CZE,Mediocampista,2,2002-03-04,179,70.4,Jaén SC,false
CZE-19,Teo,Pareja,CZE,Mediocampista,19,1995-03-26,174,74.1,Baleares SC,false
CZE-23,Herminio,Gárate,CZE,Delantero,23,2003-09-26,190,86.9,Córdoba SC,false
CZE-22,Plinio,Cañete,CZE,Delantero,22,1997-11-18,189,77.8,Pontevedra FC,false
CZE-14,Ruben,Amat,CZE,Delantero,14,1996-03-10,179,72.3,Ávila CF,false
CZE-11,Sandalio,Suarez,CZE,Delantero,11,2007-12-15,186,80.1,Pontevedra SC,false
CZE-03,Reynaldo,Puga,CZE,Delantero,3,2004-08-16,173,72.1,Córdoba CF,false
SCO-18,Eutimio,Paniagua,SCO,Arquero,18,2007-12-27,185,78.5,Madrid FC,false
SCO-15,Régulo,Barrio,SCO,Arquero,15,2004-01-15,189,78.1,Toledo AC,false
SCO-05,Leonel,Quintanilla,SCO,Arquero,5,1991-08-23,199,82.1,Valencia CF,false
SCO-10,Josep,Quintanilla,SCO,Defensor,10,1997-05-08,183,80.1,León FC,false
SCO-11,Abraham,Quiroga,SCO,Defensor,11,2004-11-29,185,81.7,Barcelona CF,false
SCO-09,Jafet,Lobato,SCO,Defensor,9,1994-04-23,190,77.9,Asturias AC,false
SCO-23,Kike,Menéndez,SCO,Defensor,23,1999-07-13,195,78.4,Ávila AC,false
SCO-08,Luis Miguel,Oliva,SCO,Defensor,8,2007-12-10,188,80.7,Melilla CF,false
SCO-24,Cristian,Gutierrez,SCO,Defensor,24,1993-06-06,186,76.2,Valencia SC,false
SCO-13,Marcelino,Armas,SCO,Defensor,13,2006-09-20,182,75.3,Sevilla SC,false
SCO-22,Roldán,Bermúdez,SCO,Defensor,22,1998-03-04,180,75.6,Lleida FC,true
SCO-04,Julián,Sevilla,SCO,Mediocampista,4,2001-09-24,177,68.4,Salamanca CF,false
SCO-19,Juan Carlos,Barbero,SCO,Mediocampista,19,1997-11-24,183,69.2,Salamanca AC,false
SCO-12,Javier,Nicolás,SCO,Mediocampista,12,1998-12-11,185,72.8,Huelva SC,false
SCO-16,Dani,Orozco,SCO,Mediocampista,16,1990-07-31,170,68.6,León CF,false
SCO-03,Gil,Ortiz,SCO,Mediocampista,3,1994-01-06,177,71.8,Palencia FC,false
SCO-01,Chema,Castillo,SCO,Mediocampista,1,2004-06-23,170,61.4,Barcelona AC,false
SCO-02,Valentín,Porcel,SCO,Mediocampista,2,1996-11-08,184,76.5,Valladolid AC,false
SCO-17,Bernabé,Cepeda,SCO,Mediocampista,17,2000-03-07,171,63.3,Burgos AC,false
SCO-06,Lucho,Fernandez,SCO,Delantero,6,1998-01-04,169,66.7,Valencia SC,false
SCO-14,Teo,Barros,SCO,Delantero,14,1999-11-13,184,70.0,La Coruña AC,false
SCO-20,Duilio,Heredia,SCO,Delantero,20,2004-09-25,180,68.0,Badajoz AC,false
SCO-21,Alejandro,Becerra,SCO,Delantero,21,1997-10-26,172,70.5,Cuenca AC,false
SCO-07,Salvador,Oller,SCO,Delantero,7,1993-04-21,184,71.1,Ceuta SC,false
WAL-17,Venceslás,Sierra,WAL,Arquero,17,2001-03-19,197,84.4,Ourense CF,false
WAL-03,Anselmo,Ferrer,WAL,Arquero,3,1991-05-09,197,86.0,Navarra FC,false
WAL-12,Renato,Cabello,WAL,Arquero,12,1991-11-06,189,78.8,Palencia FC,true
WAL-14,Cornelio,Tomé,WAL,Defensor,14,1994-07-08,195,82.9,Lugo CF,false
WAL-23,Nacio,Calderón,WAL,Defensor,23,2001-03-30,195,86.7,Soria AC,false
WAL-06,Nicodemo,Martí,WAL,Defensor,6,1995-09-13,192,76.8,Murcia FC,false
WAL-07,Lino,Hierro,WAL,Defensor,7,1989-12-16,181,72.9,Huesca AC,false
WAL-22,Rosendo,Sala,WAL,Defensor,22,2007-03-05,189,74.1,Ourense CF,false
WAL-11,Fulgencio,Olivera,WAL,Defensor,11,2005-03-06,191,86.4,Cádiz AC,false
WAL-16,Eric,Otero,WAL,Defensor,16,1994-08-03,195,86.7,Albacete CF,false
WAL-15,Benigno,Cobo,WAL,Defensor,15,2006-12-04,178,67.8,Melilla SC,false
WAL-04,Sebastian,Hoz,WAL,Mediocampista,4,1990-02-05,188,83.0,León AC,false
WAL-01,Iker,Pacheco,WAL,Mediocampista,1,1995-06-14,170,66.5,Sevilla SC,false
WAL-24,Roldán,Ribes,WAL,Mediocampista,24,1999-01-21,180,74.5,Madrid SC,false
WAL-13,Daniel,Girón,WAL,Mediocampista,13,1995-08-09,178,70.3,Valencia FC,false
WAL-19,Guadalupe,Gálvez,WAL,Mediocampista,19,2007-11-10,182,73.4,Melilla CF,false
WAL-02,Teófilo,Quintanilla,WAL,Mediocampista,2,2003-02-14,182,72.6,Castellón FC,false
WAL-20,Jeremías,Domínguez,WAL,Mediocampista,20,1997-06-07,174,69.4,Salamanca FC,false
WAL-18,Iker,Alcázar,WAL,Mediocampista,18,1996-08-13,186,82.4,Sevilla SC,false
WAL-21,Pepe,Cañellas,WAL,Delantero,21,2006-04-19,185,77.9,Palencia FC,false
WAL-09,Humberto,Linares,WAL,Delantero,9,1997-12-03,171,70.0,Valladolid FC,false
WAL-10,Ciro,Durán,WAL,Delantero,10,2006-03-21,182,71.4,Teruel CF,false
WAL-08,Gastón,Cervera,WAL,Delantero,8,2008-07-23,180,78.2,Granada CF,false
WAL-05,Santiago,Gutierrez,WAL,Delantero,5,2007-11-17,184,77.4,Almería FC,false
HUN-14,Geraldo,Almazán,HUN,Arquero,14,1990-03-04,193,82.0,Málaga CF,false
HUN-24,Salvador,Girona,HUN,Arquero,24,2000-01-29,191,83.2,Barcelona FC,false
HUN-10,Jose Antonio,Barroso,HUN,Arquero,10,1993-02-05,199,84.7,Valencia FC,false
HUN-01,Tito,Salmerón,HUN,Defensor,1,2004-05-26,191,86.1,Zamora FC,false
HUN-12,Eliseo,Barrio,HUN,Defensor,12,1995-09-07,186,71.6,Alicante CF,false
HUN-13,Eliseo,Jódar,HUN,Defensor,13,1995-02-10,185,70.6,Guadalajara SC,true
HUN-05,Angelino,Francisco,HUN,Defensor,5,2004-07-09,192,85.9,Guadalajara FC,false
HUN-03,Espiridión,Milla,HUN,Defensor,3,1996-05-28,195,92.7,Toledo SC,false
HUN-18,Leoncio,Arce,HUN,Defensor,18,2004-01-17,193,77.5,Ávila CF,false
HUN-07,Jose Miguel,Carro,HUN,Defensor,7,1992-03-12,184,70.6,Albacete FC,false
HUN-21,Baltasar,Moliner,HUN,Defensor,21,1997-09-04,183,69.2,Segovia CF,false
HUN-19,Amancio,Quintanilla,HUN,Mediocampista,19,2000-09-09,174,72.2,Valladolid CF,false
HUN-15,Silvio,Llorente,HUN,Mediocampista,15,2002-10-31,181,76.2,Madrid FC,false
HUN-17,Amando,Soto,HUN,Mediocampista,17,2003-03-04,182,74.5,Navarra SC,false
HUN-04,Anastasio,Morell,HUN,Mediocampista,4,2000-02-14,185,74.1,Sevilla FC,false
HUN-22,Flavio,Macías,HUN,Mediocampista,22,2004-01-23,185,76.3,Valladolid SC,false
HUN-02,Alcides,Gálvez,HUN,Mediocampista,2,1998-06-04,187,74.2,Huelva SC,false
HUN-06,Rodolfo,Alberdi,HUN,Mediocampista,6,2000-01-17,184,76.2,Ciudad AC,false
HUN-20,Poncio,Aguirre,HUN,Mediocampista,20,1999-03-31,174,73.9,Zamora FC,false
HUN-11,Isaías,Santamaria,HUN,Delantero,11,1993-12-03,174,73.3,Madrid CF,false
HUN-08,Asdrubal,Reguera,HUN,Delantero,8,1999-10-26,182,72.5,Málaga FC,false
HUN-16,Pelayo,Almeida,HUN,Delantero,16,2000-08-25,172,61.5,Lugo SC,false
HUN-23,Dani,Martin,HUN,Delantero,23,2003-06-09,187,77.2,Toledo FC,false
HUN-09,Javier,Sainz,HUN,Delantero,9,1998-12-18,173,65.2,Valencia CF,false
ROU-15,Julio,Bermúdez,ROU,Arquero,15,2008-05-06,193,76.9,Santa Cruz de Tenerife SC,false
ROU-02,Nicodemo,Ortiz,ROU,Arquero,2,1991-02-21,200,84.8,León SC,false
ROU-09,Régulo,Gordillo,ROU,Arquero,9,2006-10-13,187,72.0,Salamanca SC,false
ROU-13,Martin,Figuerola,ROU,Defensor,13,1997-07-04,192,80.6,Cáceres SC,false
ROU-03,Feliciano,Jurado,ROU,Defensor,3,2005-09-12,185,82.0,Valencia CF,false
ROU-22,Ruperto,Arcos,ROU,Defensor,22,1995-12-04,195,91.7,La Coruña CF,false
ROU-23,Custodio,Romero,ROU,Defensor,23,2008-08-21,182,70.9,Burgos FC,false
ROU-19,Renato,Bello,ROU,Defensor,19,2004-01-06,185,83.5,Zaragoza CF,false
ROU-12,Goyo,Borja,ROU,Defensor,12,1991-06-11,189,86.8,Badajoz SC,false
ROU-14,Edgardo,Aguilar,ROU,Defensor,14,2000-10-03,195,88.3,Baleares CF,false
ROU-20,Omar,Roselló,ROU,Defensor,20,2002-09-25,183,77.2,Álava AC,false
ROU-17,Baudelio,Cañellas,ROU,Mediocampista,17,1999-01-19,184,79.2,Vizcaya FC,false
ROU-01,Poncio,Perera,ROU,Mediocampista,1,1999-12-02,178,66.9,Granada CF,false
ROU-21,Francisco Jose,Lloret,ROU,Mediocampista,21,1991-07-27,175,67.2,Cáceres AC,false
ROU-06,Heliodoro,Blanco,ROU,Mediocampista,6,2006-10-14,175,67.5,Cuenca CF,false
ROU-04,Natanael,Roselló,ROU,Mediocampista,4,2004-03-10,180,75.4,Murcia AC,false
ROU-10,Custodio,Carvajal,ROU,Mediocampista,10,2007-03-18,170,68.8,Vizcaya FC,false
ROU-07,Ceferino,Calderon,ROU,Mediocampista,7,2000-04-04,180,71.3,Cáceres CF,false
ROU-18,Calisto,Tejedor,ROU,Mediocampista,18,1996-02-21,176,74.4,Huesca CF,false
ROU-08,Nicanor,Gil,ROU,Delantero,8,2001-06-10,184,78.3,Ourense SC,false
ROU-16,Cándido,Noguera,ROU,Delantero,16,1998-02-27,170,69.7,Ceuta FC,false
ROU-11,Samuel,Arnaiz,ROU,Delantero,11,2006-03-15,171,64.1,Girona AC,true
ROU-24,Gabriel,Sevillano,ROU,Delantero,24,1993-06-17,177,76.1,Cáceres AC,false
ROU-05,Ramón,Llanos,ROU,Delantero,5,1996-08-19,180,71.7,Toledo FC,false
TUR-05,Fito,Castelló,TUR,Arquero,5,1995-07-23,189,85.7,Granada AC,false
TUR-17,Américo,Boix,TUR,Arquero,17,1996-11-19,187,80.7,Valladolid CF,false
TUR-09,Armando,Nogués,TUR,Arquero,9,2006-01-24,198,85.5,Zamora FC,true
TUR-13,Vicente,Peña,TUR,Defensor,13,2002-03-24,178,66.9,Navarra FC,false
TUR-03,Paulino,Montaña,TUR,Defensor,3,1999-09-04,181,74.6,Lugo SC,false
TUR-07,Marcelino,Malo,TUR,Defensor,7,2001-09-25,178,70.0,Granada CF,false
TUR-01,Sosimo,Villaverde,TUR,Defensor,1,1997-09-05,178,77.2,Cantabria SC,false
TUR-02,Alcides,Quintero,TUR,Defensor,2,1999-08-26,192,78.7,Jaén FC,false
TUR-24,Marcos,Ibañez,TUR,Defensor,24,2004-03-19,179,77.5,Girona AC,false
TUR-11,Edu,Flor,TUR,Defensor,11,1991-01-08,184,82.2,Girona AC,false
TUR-20,Venceslás,Cantero,TUR,Defensor,20,2006-09-22,181,69.8,Cuenca SC,false
TUR-16,Ruy,Farré,TUR,Mediocampista,16,2001-01-16,178,75.9,Zamora FC,false
TUR-14,Ángel,Ferrero,TUR,Mediocampista,14,2004-04-14,175,71.5,Melilla AC,false
TUR-10,Sergio,Larrea,TUR,Mediocampista,10,1991-02-13,179,72.1,Salamanca SC,false
TUR-15,Eustaquio,Vicens,TUR,Mediocampista,15,2005-08-29,187,78.5,Álava SC,false
TUR-22,Rómulo,Fiol,TUR,Mediocampista,22,1994-07-12,180,70.2,Pontevedra AC,false
TUR-08,Isidro,Oller,TUR,Mediocampista,8,1995-07-28,172,65.4,Granada SC,false
TUR-18,Alonso,Pizarro,TUR,Mediocampista,18,2002-12-12,172,67.2,Melilla FC,false
TUR-12,Demetrio,Lucena,TUR,Mediocampista,12,2004-01-12,178,66.1,Álava FC,false
TUR-19,Maximino,Bello,TUR,Delantero,19,2001-09-27,190,87.0,Almería AC,false
TUR-06,Emiliano,Blanco,TUR,Delantero,6,2006-05-21,185,71.8,Huesca SC,false
TUR-23,Cesar,Tejero,TUR,Delantero,23,1989-12-14,179,76.4,Salamanca AC,false
TUR-21,Teófilo,Leal,TUR,Delantero,21,2006-09-17,183,79.5,Almería FC,false
TUR-04,Julio,Suárez,TUR,Delantero,4,2002-05-23,175,72.3,Pontevedra CF,false
VEN-23,Basilio,Clavero,VEN,Arquero,23,2000-09-11,187,80.0,Cáceres CF,true
VEN-22,Apolinar,Maestre,VEN,Arquero,22,1993-04-04,197,91.0,Ávila AC,false
VEN-08,Josué,Ribera,VEN,Arquero,8,2004-09-14,196,82.2,Valencia SC,false
VEN-05,Rafa,Ledesma,VEN,Defensor,5,2006-01-21,187,74.8,Tarragona AC,false
VEN-19,Ignacio,Font,VEN,Defensor,19,2001-06-10,186,83.8,Sevilla CF,false
VEN-14,Conrado,Gordillo,VEN,Defensor,14,1995-03-22,179,65.7,Sevilla FC,false
VEN-10,Santiago,Camacho,VEN,Defensor,10,2005-12-18,181,67.8,Huelva SC,false
VEN-03,Íñigo,Feijoo,VEN,Defensor,3,2004-07-11,182,68.9,Asturias SC,false
VEN-11,Moreno,Correa,VEN,Defensor,11,2003-03-16,193,81.7,Salamanca SC,false
VEN-16,Simón,Gallart,VEN,Defensor,16,2008-05-31,179,74.2,Badajoz CF,false
VEN-21,Victor,Barbero,VEN,Defensor,21,2008-08-24,184,74.5,Huesca AC,false
VEN-18,Edgardo,Requena,VEN,Mediocampista,18,2000-06-14,188,81.5,Cáceres SC,false
VEN-12,Roldán,Macias,VEN,Mediocampista,12,2005-03-29,174,68.6,Tarragona SC,false
VEN-06,Aarón,Porta,VEN,Mediocampista,6,2002-07-03,179,67.8,Jaén AC,false
